id,title,industry_code,phase_code,industry_code_isic,industry_code_isic_tag
8140,Cost Tracking Report,51,P17,50,50
8141,Request for Proposal (RFP),51,P18,52,52_Ware_And
8142,Request for Information (RFI),51,P18,52,52_Ware_And
8143,Vendor Evaluation Matrix,51,P18,62,"62 Computer programming, consultancy and related activities"
8144,Contract Template,51,P18,62,"62 Computer programming, consultancy and related activities"
8145,SLA Agreement Template,51,P18,62,"62 Computer programming, consultancy and related activities"
8146,Vendor Risk Assessment,51,P18,64,64
8147,Procurement Checklist,51,P18,86,86 Human health activities
8148,Audit Checklist,51,P19,86,86 Human health activities
8149,Compliance Report Template,51,P19,69,69
8150,Policy Review Record,51,P19,65,65_Insu
8151,Certification Documentation,51,P19,62,"62 Computer programming, consultancy and related activities"
8152,Risk Register,51,P19,71,71
8153,Control Matrix,51,P19,62,"62 Computer programming, consultancy and related activities"
8154,Audit Trail Log,51,P19,49,49 Land transport; transport via pipelines
8155,System Retirement Plan,51,P20,62,"62 Computer programming, consultancy and related activities"
8156,Data Migration Strategy,51,P20,62,"62 Computer programming, consultancy and related activities"
8157,Archive Strategy Document,51,P20,91,91
8158,Sunset Communication Plan,51,P20,62,"62 Computer programming, consultancy and related activities"
8159,Dependency Impact Analysis,51,P20,71,71_Arch_And
8160,Decommissioning Checklist,51,P20,86,86 Human health activities
8161,Historical Data Retention Policy,51,P20,65,65_Insu
8162,Disaster Recovery Plan (DRP),51,P21,38,38_Wast_Coll
8163,Business Continuity Plan (BCP),51,P21,82,82_Offi_Admi
8164,Recovery Point Objective (RPO) Definition,51,P21,38,38_Wast_Coll
8165,Recovery Time Objective (RTO) Definition,51,P21,38,38_Wast_Coll
8166,Failover Procedures,51,P21,62,62
8167,DR Test Report,51,P21,50,50
8168,Crisis Communication Plan,51,P21,86,86 Human health activities
8169,Backup Verification Checklist,51,P21,86,86 Human health activities
8170,Change Request Form (RFC),51,P22,52,52_Ware_And
8171,Change Advisory Board (CAB) Notes,51,P22,62,"62 Computer programming, consultancy and related activities"
8172,Change Calendar,51,P22,62,"62 Computer programming, consultancy and related activities"
8173,Change Impact Assessment,51,P22,62,"62 Computer programming, consultancy and related activities"
8174,Rollback Plan Template,51,P22,62,"62 Computer programming, consultancy and related activities"
8175,Emergency Change Procedure,51,P22,62,"62 Computer programming, consultancy and related activities"
8176,Change Success Criteria,51,P22,62,"62 Computer programming, consultancy and related activities"
8177,Capacity Forecast Report,51,P23,52,52_Ware_And
8178,Growth Projections,51,P23,62,"62 Computer programming, consultancy and related activities"
8179,Resource Allocation Plan,51,P23,62,"62 Computer programming, consultancy and related activities"
8180,Scalability Assessment,51,P23,62,"62 Computer programming, consultancy and related activities"
8181,Performance Baseline,51,P23,52,52_Ware_And
8182,Capacity Threshold Alerts,51,P23,78,78
8183,Infrastructure Sizing Guide,51,P23,42,42
8221,Load Testing,52,P06,71,71_Arch_And
8250,API Documentation,52,P12,62,"62 Computer programming, consultancy and related activities"
8268,Budget Proposal Template,52,P17,47,47
8269,Cost-Benefit Analysis (CBA),52,P17,71,71_Arch_And
8270,Total Cost of Ownership (TCO),52,P17,98,98_Undi_Good
8271,CapEx/OpEx Planning,52,P17,62,"62 Computer programming, consultancy and related activities"
8272,ROI Projections,52,P17,62,"62 Computer programming, consultancy and related activities"
8273,Cost Tracking Report,52,P17,50,50
8274,Request for Proposal (RFP),52,P18,52,52_Ware_And
8275,Request for Information (RFI),52,P18,52,52_Ware_And
8276,Vendor Evaluation Matrix,52,P18,62,"62 Computer programming, consultancy and related activities"
8277,Contract Template,52,P18,62,"62 Computer programming, consultancy and related activities"
8278,SLA Agreement Template,52,P18,62,"62 Computer programming, consultancy and related activities"
8279,Vendor Risk Assessment,52,P18,64,64
8280,Procurement Checklist,52,P18,86,86 Human health activities
8281,Audit Checklist,52,P19,86,86 Human health activities
8282,Compliance Report Template,52,P19,69,69
8283,Policy Review Record,52,P19,65,65_Insu
8284,Certification Documentation,52,P19,62,"62 Computer programming, consultancy and related activities"
8285,Risk Register,52,P19,71,71
8286,Control Matrix,52,P19,62,"62 Computer programming, consultancy and related activities"
8287,Audit Trail Log,52,P19,49,49 Land transport; transport via pipelines
8288,System Retirement Plan,52,P20,62,"62 Computer programming, consultancy and related activities"
8289,Data Migration Strategy,52,P20,62,"62 Computer programming, consultancy and related activities"
8290,Archive Strategy Document,52,P20,91,91
8291,Sunset Communication Plan,52,P20,62,"62 Computer programming, consultancy and related activities"
8292,Dependency Impact Analysis,52,P20,71,71_Arch_And
8293,Decommissioning Checklist,52,P20,86,86 Human health activities
8294,Historical Data Retention Policy,52,P20,65,65_Insu
8295,Disaster Recovery Plan (DRP),52,P21,38,38_Wast_Coll
8296,Business Continuity Plan (BCP),52,P21,82,82_Offi_Admi
8297,Recovery Point Objective (RPO) Definition,52,P21,38,38_Wast_Coll
8298,Recovery Time Objective (RTO) Definition,52,P21,38,38_Wast_Coll
8299,Failover Procedures,52,P21,62,62
8300,DR Test Report,52,P21,50,50
8301,Crisis Communication Plan,52,P21,86,86 Human health activities
8302,Backup Verification Checklist,52,P21,86,86 Human health activities
8303,Change Request Form (RFC),52,P22,52,52_Ware_And
8304,Change Advisory Board (CAB) Notes,52,P22,62,"62 Computer programming, consultancy and related activities"
8305,Change Calendar,52,P22,62,"62 Computer programming, consultancy and related activities"
8306,Change Impact Assessment,52,P22,62,"62 Computer programming, consultancy and related activities"
8307,Rollback Plan Template,52,P22,62,"62 Computer programming, consultancy and related activities"
8308,Emergency Change Procedure,52,P22,62,"62 Computer programming, consultancy and related activities"
8309,Change Success Criteria,52,P22,62,"62 Computer programming, consultancy and related activities"
8310,Capacity Forecast Report,52,P23,52,52_Ware_And
8311,Growth Projections,52,P23,62,"62 Computer programming, consultancy and related activities"
8312,Resource Allocation Plan,52,P23,62,"62 Computer programming, consultancy and related activities"
8313,Scalability Assessment,52,P23,62,"62 Computer programming, consultancy and related activities"
8314,Performance Baseline,52,P23,52,52_Ware_And
8315,Capacity Threshold Alerts,52,P23,78,78
8316,Infrastructure Sizing Guide,52,P23,42,42
8387,API Documentation,53,P12,62,"62 Computer programming, consultancy and related activities"
8389,Accessibility Guidelines,53,P12,62,"62 Computer programming, consultancy and related activities"
8406,Budget Proposal Template,53,P17,47,47
8407,Cost-Benefit Analysis (CBA),53,P17,71,71_Arch_And
8408,Total Cost of Ownership (TCO),53,P17,98,98_Undi_Good
8409,CapEx/OpEx Planning,53,P17,62,"62 Computer programming, consultancy and related activities"
8410,ROI Projections,53,P17,62,"62 Computer programming, consultancy and related activities"
8411,Cost Tracking Report,53,P17,50,50
8412,Request for Proposal (RFP),53,P18,52,52_Ware_And
8413,Request for Information (RFI),53,P18,52,52_Ware_And
8414,Vendor Evaluation Matrix,53,P18,62,"62 Computer programming, consultancy and related activities"
8415,Contract Template,53,P18,62,"62 Computer programming, consultancy and related activities"
8416,SLA Agreement Template,53,P18,62,"62 Computer programming, consultancy and related activities"
8417,Vendor Risk Assessment,53,P18,64,64
8418,Procurement Checklist,53,P18,86,86 Human health activities
8419,Audit Checklist,53,P19,86,86 Human health activities
8420,Compliance Report Template,53,P19,69,69
8421,Policy Review Record,53,P19,65,65_Insu
8422,Certification Documentation,53,P19,62,"62 Computer programming, consultancy and related activities"
8423,Risk Register,53,P19,71,71
8424,Control Matrix,53,P19,62,"62 Computer programming, consultancy and related activities"
8425,Audit Trail Log,53,P19,49,49 Land transport; transport via pipelines
8426,System Retirement Plan,53,P20,62,"62 Computer programming, consultancy and related activities"
8427,Data Migration Strategy,53,P20,62,"62 Computer programming, consultancy and related activities"
8428,Archive Strategy Document,53,P20,91,91
8429,Sunset Communication Plan,53,P20,62,"62 Computer programming, consultancy and related activities"
8430,Dependency Impact Analysis,53,P20,71,71_Arch_And
8431,Decommissioning Checklist,53,P20,86,86 Human health activities
8432,Historical Data Retention Policy,53,P20,65,65_Insu
8433,Disaster Recovery Plan (DRP),53,P21,38,38_Wast_Coll
8434,Business Continuity Plan (BCP),53,P21,82,82_Offi_Admi
8435,Recovery Point Objective (RPO) Definition,53,P21,38,38_Wast_Coll
8436,Recovery Time Objective (RTO) Definition,53,P21,38,38_Wast_Coll
8437,Failover Procedures,53,P21,62,62
8438,DR Test Report,53,P21,50,50
8439,Crisis Communication Plan,53,P21,86,86 Human health activities
8440,Backup Verification Checklist,53,P21,86,86 Human health activities
8441,Change Request Form (RFC),53,P22,52,52_Ware_And
8442,Change Advisory Board (CAB) Notes,53,P22,62,"62 Computer programming, consultancy and related activities"
8443,Change Calendar,53,P22,62,"62 Computer programming, consultancy and related activities"
8444,Change Impact Assessment,53,P22,62,"62 Computer programming, consultancy and related activities"
8445,Rollback Plan Template,53,P22,62,"62 Computer programming, consultancy and related activities"
8446,Emergency Change Procedure,53,P22,62,"62 Computer programming, consultancy and related activities"
8447,Change Success Criteria,53,P22,62,"62 Computer programming, consultancy and related activities"
8448,Capacity Forecast Report,53,P23,52,52_Ware_And
8449,Growth Projections,53,P23,62,"62 Computer programming, consultancy and related activities"
8450,Resource Allocation Plan,53,P23,62,"62 Computer programming, consultancy and related activities"
8451,Scalability Assessment,53,P23,62,"62 Computer programming, consultancy and related activities"
8452,Performance Baseline,53,P23,52,52_Ware_And
8453,Capacity Threshold Alerts,53,P23,78,78
8454,Infrastructure Sizing Guide,53,P23,42,42
8492,Failover Testing,54,P06,71,71_Arch_And
8498,Incident Response Plan,54,P07,62,
8523,API Documentation,54,P12,62,"62 Computer programming, consultancy and related activities"
8541,Budget Proposal Template,54,P17,47,47
8542,Cost-Benefit Analysis (CBA),54,P17,71,71_Arch_And
8543,Total Cost of Ownership (TCO),54,P17,98,98_Undi_Good
8544,CapEx/OpEx Planning,54,P17,62,"62 Computer programming, consultancy and related activities"
8545,ROI Projections,54,P17,62,"62 Computer programming, consultancy and related activities"
8546,Cost Tracking Report,54,P17,50,50
8547,Request for Proposal (RFP),54,P18,52,52_Ware_And
8548,Request for Information (RFI),54,P18,52,52_Ware_And
8549,Vendor Evaluation Matrix,54,P18,62,"62 Computer programming, consultancy and related activities"
8550,Contract Template,54,P18,62,"62 Computer programming, consultancy and related activities"
8551,SLA Agreement Template,54,P18,62,"62 Computer programming, consultancy and related activities"
8552,Vendor Risk Assessment,54,P18,64,64
8553,Procurement Checklist,54,P18,86,86 Human health activities
8554,Audit Checklist,54,P19,86,86 Human health activities
8555,Compliance Report Template,54,P19,69,69
8556,Policy Review Record,54,P19,65,65_Insu
8557,Certification Documentation,54,P19,62,"62 Computer programming, consultancy and related activities"
8558,Risk Register,54,P19,71,71
8559,Control Matrix,54,P19,62,"62 Computer programming, consultancy and related activities"
8560,Audit Trail Log,54,P19,49,49 Land transport; transport via pipelines
8561,System Retirement Plan,54,P20,62,"62 Computer programming, consultancy and related activities"
8562,Data Migration Strategy,54,P20,62,"62 Computer programming, consultancy and related activities"
8563,Archive Strategy Document,54,P20,91,91
8564,Sunset Communication Plan,54,P20,62,"62 Computer programming, consultancy and related activities"
8565,Dependency Impact Analysis,54,P20,71,71_Arch_And
8566,Decommissioning Checklist,54,P20,86,86 Human health activities
8567,Historical Data Retention Policy,54,P20,65,65_Insu
8568,Disaster Recovery Plan (DRP),54,P21,38,38_Wast_Coll
8569,Business Continuity Plan (BCP),54,P21,82,82_Offi_Admi
8570,Recovery Point Objective (RPO) Definition,54,P21,38,38_Wast_Coll
8571,Recovery Time Objective (RTO) Definition,54,P21,38,38_Wast_Coll
8572,Failover Procedures,54,P21,62,62
8573,DR Test Report,54,P21,50,50
8574,Crisis Communication Plan,54,P21,86,86 Human health activities
8575,Backup Verification Checklist,54,P21,86,86 Human health activities
8576,Change Request Form (RFC),54,P22,52,52_Ware_And
8577,Change Advisory Board (CAB) Notes,54,P22,62,"62 Computer programming, consultancy and related activities"
8578,Change Calendar,54,P22,62,"62 Computer programming, consultancy and related activities"
8579,Change Impact Assessment,54,P22,62,"62 Computer programming, consultancy and related activities"
8580,Rollback Plan Template,54,P22,62,"62 Computer programming, consultancy and related activities"
8581,Emergency Change Procedure,54,P22,62,"62 Computer programming, consultancy and related activities"
8582,Change Success Criteria,54,P22,62,"62 Computer programming, consultancy and related activities"
8583,Capacity Forecast Report,54,P23,52,52_Ware_And
8584,Growth Projections,54,P23,62,"62 Computer programming, consultancy and related activities"
8585,Resource Allocation Plan,54,P23,62,"62 Computer programming, consultancy and related activities"
8586,Scalability Assessment,54,P23,62,"62 Computer programming, consultancy and related activities"
8587,Performance Baseline,54,P23,52,52_Ware_And
8588,Capacity Threshold Alerts,54,P23,78,78
8589,Infrastructure Sizing Guide,54,P23,42,42
8590,Architecture Monitoring Strategy,,,41,41
8598,Integration Implementation Specification,,,62,"62 Computer programming, consultancy and related activities"
8599,API Monitoring Runbook,,,62,62
8616,Data Retention Requirements,,,62,"62 Computer programming, consultancy and related activities"
8628,Database Connection Pooling Setup,,,62,"62 Computer programming, consultancy and related activities"
8632,Storage Capacity Monitoring,,,35,"35 Electricity, gas, steam and air conditioning supply"
8636,SRE Practice Rollout Plan,,,62,"62 Computer programming, consultancy and related activities"
8642,Replication Setup Guide,,,62,"62 Computer programming, consultancy and related activities"
8647,Sprint Execution Guidance,,,62,"62 Computer programming, consultancy and related activities"
8652,API Integration Specification,,,62,"62 Computer programming, consultancy and related activities"
8654,Quality Metrics Definition,,,62,"62 Computer programming, consultancy and related activities"
8668,Database Strategy Document,,,62,"62 Computer programming, consultancy and related activities"
8671,Functional Requirements Specification (FRS),,,62,"62 Computer programming, consultancy and related activities"
8677,Statistics Update Procedure,,,62,"62 Computer programming, consultancy and related activities"
8688,Database Health Report,,,86,86_Huma_Heal
8690,Go-Live Architecture Checklist,,,41,41
8693,API Release Plan,,,68,68 Real estate activities
8700,Mobile Development Roadmap,,,72,72_Scie_Rese
8703,Blameless Postmortem Template,,,47,47
8704,Product Health Monitoring,,,86,86_Huma_Heal
8707,Interface Specification,,,62,"62 Computer programming, consultancy and related activities"
8724,Maintenance Window Notifications,,,35,"35 Electricity, gas, steam and air conditioning supply"
8725,Stakeholder Presentation,,,62,"62 Computer programming, consultancy and related activities"
8736,Database Testing Strategy,,,71,71_Arch_And
8738,Migration Status Updates,,,62,"62 Computer programming, consultancy and related activities"
8747,Data Migration Plan,,,62,"62 Computer programming, consultancy and related activities"
8768,Incident Communication Plan,,,62,"62 Computer programming, consultancy and related activities"
8775,Chaos Engineering Strategy,,,42,42_Civi_Engi
8779,Communication During Incidents,,,62,"62 Computer programming, consultancy and related activities"
8781,Project Closure Report,,,50,50
8784,Project Success Analysis,,,71,71_Arch_And
8787,API Security Design,,,62,62_Comp_Prog
8797,Functional Requirements,,,62,"62 Computer programming, consultancy and related activities"
8801,Architecture Onboarding,,,41,41
8806,Data Reconciliation Procedure,,,62,"62 Computer programming, consultancy and related activities"
8808,Proof of Concept (PoC) Plan,,,62,"62 Computer programming, consultancy and related activities"
8810,Configuration Guide,,,62,"62 Computer programming, consultancy and related activities"
8818,Product Analytics Strategy,,,62,"62 Computer programming, consultancy and related activities"
8822,Mobile App Requirements Specification,,,62,"62 Computer programming, consultancy and related activities"
8828,Architecture Recovery Procedures,,,38,38_Wast_Coll
8829,Cookie Policy Document,,,65,65_Insu
8839,Data Mapping Reference,,,71,71
8842,Architecture Incident Response,,,62,
8845,Test Effectiveness Review,,,62,"62 Computer programming, consultancy and related activities"
8849,UAT Sign-off Document,,,62,"62 Computer programming, consultancy and related activities"
8852,Beta Tester Communication,,,62,"62 Computer programming, consultancy and related activities"
8857,Cost Planning and Forecasting,,,01,01_Crop_And
8869,Risk and Issue Report,,,01,01_Crop_And
8875,Architecture Fault Diagnosis,,,41,41
8885,Wireframe Specifications,,,62,"62 Computer programming, consultancy and related activities"
8901,Project Status Report,,,50,50
8908,Infrastructure Testing Plan,,,71,71_Arch_And
8910,Integration Architecture Training,,,85,85_Educ
8914,API Platform Implementation Schedule,,,52,52_Ware_And
8923,Component Library Documentation,,,91,91
8925,Database Troubleshooting Guide,,,62,"62 Computer programming, consultancy and related activities"
8927,Slow Query Monitoring,,,62,62
8936,Frontend Metrics Definition,,,62,"62 Computer programming, consultancy and related activities"
8943,UAT Preparation,,,62,"62 Computer programming, consultancy and related activities"
8945,On-Call Training,,,85,85_Educ
8950,Rollback Plan,,,62,"62 Computer programming, consultancy and related activities"
8953,OKR (Objectives and Key Results),,,01,01_Crop_And
8963,Incident Classification,,,62,"62 Computer programming, consultancy and related activities"
8970,API Documentation Training,,,85,85_Educ
8974,Setup Android Development Environment,,,01,01_Crop_And
8980,OpenAPI/Swagger Definition,,,62,"62 Computer programming, consultancy and related activities"
8987,Data Transformation Rules,,,52,52_Ware_And
8992,User Journey Maps,,,98,98_Undi_Good
9009,Project Timeline / Schedule,,,62,"62 Computer programming, consultancy and related activities"
9030,Chaos Engineering Testing,,,42,42_Civi_Engi
9035,Product Privacy Requirements,,,84,84 Public administration and defence; compulsory social security
9044,Error Handling Strategy,,,01,01_Crop_And
9051,Integration Performance Metrics,,,52,52_Ware_And
9053,Improvement Recommendations,,,63,63
9058,Database Naming Conventions,,,35,"35 Electricity, gas, steam and air conditioning supply"
9060,Database Monitoring Strategy,,,62,62
9067,Monitoring Strategy Document,,,62,62
9086,Index Maintenance Procedure,,,62,62
9092,Task Assignment Document,,,62,"62 Computer programming, consultancy and related activities"
9096,App Store Compliance Review,,,47,47
9098,App Store Submission Guide,,,47,47
9109,Integration Pattern Implementation,,,62,"62 Computer programming, consultancy and related activities"
9110,Risk Management Plan,,,39,39_Reme_Acti
9116,Architecture Status Report,,,41,41
9118,SQL Best Practices Guide,,,62,"62 Computer programming, consultancy and related activities"
9127,Cloud Security Architecture,,,62,62_Comp_Prog
9132,API Integration Guide,,,62,"62 Computer programming, consultancy and related activities"
9145,Data Encryption Specification,,,62,"62 Computer programming, consultancy and related activities"
9150,Escape Analysis,,,71,71_Arch_And
9151,Unit Test Specification,,,62,"62 Computer programming, consultancy and related activities"
9152,Code Examples Repository,,,47,47
9168,Information Architecture Document,,,52,52_Ware_And
9173,Cloud Migration Retrospective,,,62,62_Comp_Prog
9177,Team Scaling Plan,,,62,"62 Computer programming, consultancy and related activities"
9182,Database Health Checks,,,86,86_Huma_Heal
9184,Go-Live Checklist,,,86,86 Human health activities
9185,Mobile UI/UX Design,,,62,"62 Computer programming, consultancy and related activities"
9195,App Lifecycle Management,,,39,39_Reme_Acti
9198,Database Migration Plan,,,62,"62 Computer programming, consultancy and related activities"
9199,Product Backlog Management,,,39,39_Reme_Acti
9200,Project Retrospective Report,,,50,50
9204,Middleware Configuration,,,62,"62 Computer programming, consultancy and related activities"
9205,Technology Stack Selection,,,62,"62 Computer programming, consultancy and related activities"
9210,Technical Wiki / Knowledge Base,,,71,71_Arch_And
9221,Non-Functional Requirements (NFR),,,23,23_Manu_Of
9238,Tool Selection Plan,,,62,"62 Computer programming, consultancy and related activities"
9242,Detailed Project Schedule,,,62,62
9243,Project Issue Management Procedure,,,39,39_Reme_Acti
9247,Post-Release Review,,,47,47
9251,Interaction Design Specification,,,62,"62 Computer programming, consultancy and related activities"
9262,Architecture Reference,,,41,41
9265,Product Lessons Learned,,,85,85 Education
9275,SRE Security Practices,,,62,62_Comp_Prog
9277,Cloud Incident Response,,,62,62_Comp_Prog
9283,API Security Testing,,,62,62_Comp_Prog
9286,Integration Deployment Plan,,,62,"62 Computer programming, consultancy and related activities"
9293,Installation Guide,,,33,33_Repa_And
9296,Cost Optimization Findings,,,62,"62 Computer programming, consultancy and related activities"
9298,Integration Patterns Catalog,,,62,"62 Computer programming, consultancy and related activities"
9309,API Status Updates,,,62,"62 Computer programming, consultancy and related activities"
9312,Rollout Plan,,,62,"62 Computer programming, consultancy and related activities"
9314,Data Exchange Requirements,,,66,66
9316,Security Architecture Document,,,62,62_Comp_Prog
9320,API Error Codes Reference,,,62,"62 Computer programming, consultancy and related activities"
9323,Procurement Plan,,,62,"62 Computer programming, consultancy and related activities"
9328,Integration Test Plan,,,62,"62 Computer programming, consultancy and related activities"
9343,Security Architecture for Cloud,,,62,62_Comp_Prog
9344,User Experience Monitoring Plan,,,98,98_Undi_Good
9351,Product Performance Report,,,52,52_Ware_And
9353,Build and Deployment Guide,,,01,01_Crop_And
9355,User Testing Results Summary,,,71,71_Arch_And
9362,Project Quality Assurance Plan,,,61,61 Telecommunications
9377,Product Metrics Framework,,,88,88_Soci_Work
9379,User Journey Mapping,,,98,98_Undi_Good
9381,API Contract Testing,,,71,71_Arch_And
9384,API Reference Documentation,,,62,"62 Computer programming, consultancy and related activities"
9386,Data Privacy Architecture Assessment,,,84,84 Public administration and defence; compulsory social security
9405,Test Data Preparation Plan,,,62,"62 Computer programming, consultancy and related activities"
9416,Device Testing Procedure,,,71,71_Arch_And
9420,Incident Checklist,,,86,86 Human health activities
9426,Architecture Improvement Plan,,,41,41
9427,Data Dictionary,,,62,"62 Computer programming, consultancy and related activities"
9436,Mobile Testing Strategy,,,71,71_Arch_And
9438,Cloud Compliance Roadmap,,,62,62_Comp_Prog
9442,Dashboard Design Standards,,,01,01_Crop_And
9456,Browser Compatibility Matrix,,,62,"62 Computer programming, consultancy and related activities"
9457,Testing Best Practices,,,71,71_Arch_And
9458,System Overview Training Material,,,85,85_Educ
9460,Stakeholder Architecture Updates,,,41,41
9467,Incident Response Training,,,85,85_Educ
9480,Integration Strategy Vision,,,62,"62 Computer programming, consultancy and related activities"
9492,API Performance Testing,,,52,52_Ware_And
9500,API Improvement Plan,,,62,"62 Computer programming, consultancy and related activities"
9506,Resource Management Plan,,,39,39_Reme_Acti
9510,Cost Monitoring,,,62,62
9514,Chaos Engineering Training,,,85,85_Educ
9518,Database Patching Procedure,,,51,51 Air transport
9519,High-Level Architecture Concept,,,41,41
9529,Service Reliability Requirements,,,01,01_Crop_And
9536,Architecture Glossary,,,41,41
9543,Patching Strategy,,,51,51 Air transport
9548,Backup Procedure,,,62,"62 Computer programming, consultancy and related activities"
9554,Architecture Review Presentation,,,41,41
9557,Product Vision Statement,,,62,"62 Computer programming, consultancy and related activities"
9560,Post-Implementation Support,,,09,09_Mini_Supp
9572,Stakeholder Communication Plan,,,62,"62 Computer programming, consultancy and related activities"
9573,Automation Framework Setup,,,88,88_Soci_Work
9586,Incident Escalation Matrix,,,62,"62 Computer programming, consultancy and related activities"
9587,Privacy Policy for Mobile App,,,84,84 Public administration and defence; compulsory social security
9589,Automation Priority Plan,,,62,"62 Computer programming, consultancy and related activities"
9590,Security Architecture,,,62,62_Comp_Prog
9602,QA Strategy Document,,,62,"62 Computer programming, consultancy and related activities"
9603,Browser/Device Support Matrix,,,09,09_Mini_Supp
9610,Data Privacy Impact Assessment (DPIA),,,84,84 Public administration and defence; compulsory social security
9611,Incident Pattern Analysis,,,71,71_Arch_And
9612,Data Protection Strategy,,,62,"62 Computer programming, consultancy and related activities"
9616,Troubleshooting Guide,,,62,"62 Computer programming, consultancy and related activities"
9621,API Design Specification,,,62,"62 Computer programming, consultancy and related activities"
9627,Rollback Procedure,,,62,"62 Computer programming, consultancy and related activities"
9632,Change Request Process,,,62,"62 Computer programming, consultancy and related activities"
9641,Cost Report,,,50,50
9645,Mobile Analytics Setup,,,62,"62 Computer programming, consultancy and related activities"
9647,Deliverable Acceptance Criteria,,,62,"62 Computer programming, consultancy and related activities"
9651,System Context Diagram,,,62,"62 Computer programming, consultancy and related activities"
9656,Integration Monitoring Runbook,,,62,62
9665,On-Call Rotation Design,,,62,"62 Computer programming, consultancy and related activities"
9669,Toil Reduction Strategy,,,35,35_Elec
9680,Architecture Best Practices,,,41,41
9696,Customer Feedback Collection,,,36,36_Wate_Coll
9699,Feature Catalog,,,62,"62 Computer programming, consultancy and related activities"
9700,Data Architecture,,,41,41
9705,Lessons Learned in Architecture,,,41,41
9719,Regression Testing Plan,,,71,71_Arch_And
9731,API Key Management Setup,,,39,39_Reme_Acti
9735,Test Result Analysis,,,71,71_Arch_And
9741,Database Security Implementation,,,62,62_Comp_Prog
9745,Integration Project Postmortem,,,47,47
9747,Business Impact Assessment,,,82,82_Offi_Admi
9761,Cloud Migration Plan,,,62,62_Comp_Prog
9764,Technical Design Document (TDD),,,71,71_Arch_And
9769,Product Operations Runbook,,,62,"62 Computer programming, consultancy and related activities"
9770,QA Project Schedule,,,62,"62 Computer programming, consultancy and related activities"
9779,Test Coverage Monitoring,,,62,62
9780,Product Manager Onboarding,,,78,78
9797,Operational Architecture Guide,,,41,41
9804,Project Management Plan,,,39,39_Reme_Acti
9806,Test Automation Code,,,62,"62 Computer programming, consultancy and related activities"
9807,Feature Release Communication,,,68,68 Real estate activities
9809,Visual Regression Test Specification,,,62,"62 Computer programming, consultancy and related activities"
9814,Test Strategy Document,,,62,"62 Computer programming, consultancy and related activities"
9826,API Integration for Mobile,,,52,52_Ware_And
9829,Cloud Optimization Tips,,,62,62_Comp_Prog
9830,Integration Architecture,,,41,41
9832,Resource Allocation for QA,,,52,52_Ware_And
9838,API Response Time Monitoring,,,62,62
9845,API Analytics Dashboard,,,59,"59 Motion picture, video and television programme production"
9848,Design Review Notes,,,62,"62 Computer programming, consultancy and related activities"
9849,Announcement for End-Users,,,52,52_Ware_And
9853,Trade-off Analysis Document,,,45,45_Whol_And
9859,ADR (Architecture Decision Records),,,41,41
9863,iOS/Android Implementation Guide,,,01,01_Crop_And
9865,Integration Monitoring,,,62,62
9868,Budget and Cost Plan,,,01,01_Crop_And
9874,KPI Dashboard,,,59,"59 Motion picture, video and television programme production"
9875,API Deprecation Procedure,,,62,"62 Computer programming, consultancy and related activities"
9899,API Authentication & Authorization,,,62,"62 Computer programming, consultancy and related activities"
9909,Disaster Recovery Requirements,,,38,38_Wast_Coll
9910,Alert Configuration Guide,,,62,"62 Computer programming, consultancy and related activities"
9918,Network Security Design,,,62,62_Comp_Prog
9920,API Platform Tool Training,,,85,85_Educ
9924,Incident Transparency Report,,,50,50
9929,Knowledge Transfer Plan,,,61,61 Telecommunications
9935,Query Optimization Patterns,,,62,"62 Computer programming, consultancy and related activities"
9936,System Landscape Assessment,,,01,01_Crop_And
9943,Use Case Specification,,,98,98_Undi_Good
9952,Performance Testing Approach,,,52,52_Ware_And
9956,Performance Metrics Definition,,,52,52_Ware_And
9962,Container Orchestration Setup,,,62,62_Comp_Prog
9965,Data Privacy Checklist,,,84,84 Public administration and defence; compulsory social security
9972,Release Communication,,,68,68 Real estate activities
9976,Data Integrity Testing,,,71,71_Arch_And
9981,Bug Triage Procedure,,,62,"62 Computer programming, consultancy and related activities"
9994,RFC (Request for Comments),,,52,52_Ware_And
10004,Product Strategy Document,,,62,"62 Computer programming, consultancy and related activities"
10006,Post-Deployment Support Plan,,,09,09_Mini_Supp
10013,Go-Live Readiness Checklist,,,86,86 Human health activities
10029,Feature Monitoring Guide,,,62,62
10030,Architecture Cutover Plan,,,41,41
10032,Alerting Best Practices,,,62,"62 Computer programming, consultancy and related activities"
10038,API Integration Examples,,,62,"62 Computer programming, consultancy and related activities"
10046,Project Methodology Training,,,85,85_Educ
10048,Mobile App Vision Document,,,62,"62 Computer programming, consultancy and related activities"
10049,Build and Release Procedure,,,01,01_Crop_And
10051,API Usage Monitoring,,,62,62
10055,Architecture Implementation Guide,,,41,41
10065,Stakeholder Analysis,,,71,71_Arch_And
10071,Incident Review Process,,,62,"62 Computer programming, consultancy and related activities"
10075,Test Plan,,,62,"62 Computer programming, consultancy and related activities"
10080,User Acceptance Testing (UAT) Plan,,,71,71_Arch_And
10086,Stakeholder Requirements Matrix,,,62,"62 Computer programming, consultancy and related activities"
10093,API Product Vision,,,62,"62 Computer programming, consultancy and related activities"
10098,Custom Adapter Development,,,72,72_Scie_Rese
10111,Offline-First Architecture,,,41,41
10118,Architecture Review Retrospective,,,41,41
